fr,chiennasse,vulgar name for women,3
fr,chinetoque,extreme vulgar word for asian people,3
fr,chleuh,vulgar name for german people,3
fr,connard/connasse,arsehole,2
fr,couille,testicules,1
fr,crétin,idiot,1
fr,débile,idiot,1
fr,enculé,arsehole,3
fr,enfoiré,arsehole,2
fr,fdp,vulgar word for son of prostitute,3
fr,fiotte,vulgar word for homosexual people,3
fr,garce,prostitute,3
fr,gland,tip of a mans penis (also oak nut),1
fr,gouine,vulgar word for female homosexual people,3
fr,idiot,idiot,1
fr,merde,poo; also a very common interjection,1
fr,negro/nègre,extreme vulgar name for dark-skinned person,3
fr,nichon,breasts,2
fr,niquer,vulgar verb for sex,3
fr,partouze,gang bang,3
fr,pédé/pd,vulgar word for homosexual people,3
fr,pisse,urine,1
fr,porc,vulgar name for fat people,1
fr,putain,prostitute; also a very common interjection,3
fr,pute,prostitute,3
fr,rital,extreme vulgar name for italian people,3
fr,rosbeef,vulgar name for british people,3
fr,rouquemoute,vulgar name for red-hair people,2
fr,salaud,arsehole,3
fr,salope,prostitute,3
fr,schnek,vulgar word for vagina,2
fr,tapette,vulgar word for homosexual people,3
fr,tapin,prostitute,3
fr,tarlouze/tantouze,vulgar word for homosexual people,3
hr_HR,debil,an idiot,2
hr_HR,dzubre,cow's poo,1
hr_HR,jebat,vulgar; also to have sex or to take the piss out of someone,2
hr_HR,jebivjetar,literally wind fucker; also a useless person,3
hr_HR,kurac,penis,2
hr_HR,kurcic,somebody not important; also from kurac,1
hr_HR,mamojebac,literally mum fucker,3
hr_HR,mrs,go away rude (also odjebi),1
hr_HR,nenadjebiv,the strongest or the best; also from jebat,1
hr_HR,picic,hot young woman,2
hr_HR,picka/pizda,vagina,2
hr_HR,pickica/pizdun,small vagina; also to say someone is a scaredy cat,2
hr_HR,popizdit,when someone goes mental,2
hr_HR,pripizdina/vukojebina,a place in the middle of nowhere; also from pizda (vagina),2
hr_HR,spickati,to spruce something up; also from picka (pussy),2
hr_HR,srati,to take a dump or used when somebody is talking nonsense,2
hr_HR,strmopizdit,to fall down; also from pizda,2
hr_HR,supak,someone's bottom; also vulgar for idiots,2
hr_HR,supcina,someone's big bottom; also vulgar for idiots,2
hr_HR,uhljeb,person who has a tenure govermental job and does nothing apart from taking public money,1
hr_HR,zajebat,to make a mistake; also from jebat,1
it,baldracca,bitch; highly dispregiative,3
it,bocchino,blowjob,2
it,cagata,shit; used to label bad stuff or bad ideas,2
it,cazzo,vulgar for penis,2
it,chiavata,vulgar for intercourse - used to label bad stuff or bad ideas,2
it,chiavica,dispregiative descriptor used to label very badly; also cheaply made,1
it,coglione,testicle; also a extremely stupid person,2
it,culattone,highly disparaging gay person,3
it,culo,ass; also a disparaging term for gay,1
it,figa,vulgar for vagina; used also to mean beautiful or awesome,2
it,frocio,disparaging word for gay person,2
it,idiota,idiot,2
it,imbecille,imbecile,2
it,merda,vulgar for escrement - used to label bad stuff or bad ideas,2
it,merdosa,shit; (female) used to label bad stuff or a bad person,3
it,merdoso,shit; (male) used to label bad stuff or a bad person,3
it,mignotta,bitch,3
it,minchiata,penile attribute for used to label bad stuff or bad ideas,2
it,minchia,vulgar for penis,2
it,mongoloide,out of use / now considered a disparaging term to indicate down syndrome bearers,2
it,mongolo,used as dispregiative to indicate someone affected by down syndrome / But it also means Inhabitant of mongolia,1
it,pompino,blowjob,2
it,puttana,bitch,3
it,puttanata,whore like attribute used to label bad ideas,2
it,ricchione,disparaging word for gay person,3
it,stronzata,shit; used to label bad stuff or bad ideas,2
it,stronzo,a single dropping of shit,2
it,troia,bitch; also the female pig,3
it,troiata,whore like attribute used to label bad stuff or bad ideas,2
it,vaffanculo,fuck you,2
lt_LT,atsilikėlis/atsilikelis,retard,3
lt_LT,atsilikęs/atsilikes,retarded,3
lt_LT,bl/blt/blet/bliat/bled,vulgar word for prostitute; also vulgar exclamation,2
lt_LT,bybys/bybis/bibys,penis; also also a general description of deffective items,2
lt_LT,daunas,someone who suffers from Down syndrome,3
lt_LT,gaidys/gaidis,cock; also used as a general insult to males or deffective items,3
lt_LT,jobanas/jobnutas/jibanas,crazy,3
lt_LT,krūva/kruva,pile of shit,1
lt_LT,kurva/kūrva/kurwa,fuck; also also a bitch,3
lt_LT,nx/nachui/nachuj,fuck,2
lt_LT,pydaras/pidaras/pedikas,homosexual,3
lt_LT,pyzda/pizda,vulgar word for vagina,3
lt_LT,šūdas/sudas/shudas,shit,1
lt_LT,šūdinas/sudinas/shudinas,shitty,1
lt_LT,supistas,fucking,2
lt_LT,triperis,gonorrhea; used to describe deffective items,2
nl,aars,your bottom,3
nl,anaal,anal,3
nl,berijden,intercourse; usually riding,1
nl,eikel,dickhead,1
nl,flikker,homophile or gay person,3
nl,fuck,fuck,3
nl,godverdomme,God damn it,1
nl,hoer,whore,3
nl,homo,homophile or gay person,3
nl,humpen,intercourse,3
nl,idioot,idiot,1
nl,kak,feces,1
nl,kanker,the disease cancer,3
nl,kloothommel,insult towards a man,2
nl,klote/kloten,balls,2
nl,kont,your bottom,2
nl,kut,cunt; also sucks,1
nl,kutwijf,often used contraction of kut en wijf,2
nl,lul,penis,3
nl,mongool/mongooltje,Mongol; but usually used to refer to down syndrome,3
nl,neger,dark-skinned person; also sometimes used as insult,3
nl,neuken,intercourse,3
nl,pedofiel,pedophile,3
nl,penis,penis,3
nl,pijpen,blowing (sexual act),3
nl,pik,penis,3
nl,pis,piss,2
nl,poep,your bottom,1
nl,pompen,intercourse; usually pumping,1
nl,schijt,feces,2
nl,seks,sex,3
nl,slet,tramp,3
nl,sperma,sperm,3
nl,strap-on/strapon,sex toy,3
nl,tepels,nipples,1
nl,tering,the disease tbc,2
nl,tetten/tet/tetjes,breasts,2
nl,travestiet,tranvestite,3
nl,trut,bitch,3
nl,tyfus,the disease typhoid,2
nl,uitschot,scum,1
nl,vagina,vagina,3
nl,verkrachten,rape,3
nl,wijf,unfriendly word for woman,1
pl_PL,chuj/chuje,vulgar for penis,3
pl_PL,ciapaty/ciapaci,slur for a dark-skinned person,3
pl_PL,ciota/cioty,slur for a homosexual person,3
pl_PL,cipa/cipka/cipy,vulgar for vagina,3
pl_PL,cwel/cwele,slur for a homosexual person,3
pl_PL,cycki/cyce,vulgar for breasts,2
pl_PL,czarnuch/czarnuchy,slur for a black person; also the n-word,3
pl_PL,debil/debile/debilne,idiot,2
pl_PL,dupa/dupy/dupowaty,vulgar for buttocks,2
pl_PL,dziwka/dziwki/dziwek,vulgar for prostitute,3
pl_PL,fiut/fiuty,vulgar for penis,2
pl_PL,gówno/gówna/gówniane,shit,1
pl_PL,hwdp,acronym for fuck the police,3
pl_PL,idiota/idioci/idiotyczne,idiot,1
pl_PL,jebać/jebię/jebią/jebie,vulgar for to have sex; also also vulgar for not caring,3
pl_PL,karzeł/karły,slur for a person with dwarfism,2
pl_PL,kretyn/kretyni/kretyńskie,idiot,2
pl_PL,kupa,poo,1
pl_PL,kurdupel/kurduple,slur for a person with dwarfism; also also vulgar for any short person,2
pl_PL,kurwa/kurwy/kurew,vulgar exclamation; also vulgar for prostitute,3
pl_PL,kutas/kutasy,vulgar for penis,2
pl_PL,matkojebca/matkojebcy,motherfucker,3
pl_PL,mineta,vulgar for cunnilingus,3
pl_PL,niedorozwinięty/niedorozwinięci/niedorozwój/niedorozwoje,slur for a person with intellectual disability,2
pl_PL,obsrać/obsram/obsraje/obsrają/obsra,to shit on,2
pl_PL,pedał/pedały,slur for a homosexual person; also literally a pedal (in e.g. a bicycle),3
pl_PL,pierdolić/pierdol/pierdolę/pierdolą,vulgar for talking without any sense; also to have sex,3
pl_PL,pizda/pizdeczka/pizdy/pizdeczki,vulgar for vagina,3
pl_PL,pojebać/zjebać/zjebane,to fuck up,3
pl_PL,pojeb/pojeby/zjeb/zjeby,a fucked-up person,3
pl_PL,ruchać/rucham/ruchaj/ruchają,vulgar for to have sex,3
pl_PL,ryj/ryje,vulgar for face; also a snout,2
pl_PL,ścierwo/ścierwa,vulgar for a person with no value; also a carcass,3
pl_PL,skośnooki/skośnoocy,slur for an Asian person,3
pl_PL,skurwiel/skurwiele,son of a bitch,3
pl_PL,skurwysyn/skurwysyny/skyrwysyńskie/skurwysyńsko,son of a bitch,3
pl_PL,spierdalać/spierdalaj/spierdalają/spierdala,to fuck off,2
pl_PL,srać/sram/sra,to shit,2
pl_PL,sukinsyn/sukinsyny,son of a bitch,3
pl_PL,szczać/obszczać/szczam/obszczam/oszczać/oszczam,to piss,2
pl_PL,zajebać/zajebałem/zajebię/zajebali/zajebał/zajebała,vulgar for to steal,2
pl_PL,zajebiste/zajebista/zajebisty/zajebiście,fucking amazing,2
pt_BR,bosta,poo,2
pt_BR,buceta,vulgar word for vagina,3
pt_BR,caralho,vulgar word for penis,3
pt_BR,cu,vulgar word for anus,3
pt_BR,merda,poo,2
pt_BR,pica,vulgar word for penis,3
pt_BR,porra,vulgar word for semen,3
pt_BR,puta,vulgar word for prostitute,3
pt_BR,viado,gay man,3
ru_RU,бля,vulgar word for prostitute,3
ru_RU,блядь,vulgar word for prostitute,3
ru_RU,говно,poop,3
ru_RU,дурак,a stupid person,1
ru_RU,ебанутый,crazy,3
ru_RU,ебать,vulgar word for having sex,3
ru_RU,еблан,vulgar word for idiot,3
ru_RU,ебло,vulgar word for mouth,3
ru_RU,ебнутый,crazy,3
ru_RU,жопа,butt,3
ru_RU,манда,vulgar word for vagina,3
ru_RU,мудак,bad person,3
ru_RU,педик,homosexual slur,3
ru_RU,пидор,homosexual slur,3
ru_RU,пидорас,homosexual slur,3
ru_RU,пизда,vulgar word for vagina,3
ru_RU,пиздеть,vulgar word for talking,3
ru_RU,пиздец,failure; also bad situation,3
ru_RU,распиздяй,lazy person,3
ru_RU,сука,normally female dog; also vulgar word for a whore,3
ru_RU,уебище/уёбище,really bad person/situation,3
ru_RU,хуевый/хуёвый,extremely bad,3
ru_RU,хуй,vulgar word for penis,3
ru_RU,хуйня,something extremely bad,3
ru_RU,шлюха,whore,3
sv,arsle,butt,2
sv,as,(literally) carcass,2
sv,avskum,people you don't like,3
sv,balle,penis,2
sv,bimbo,unintelligent woman,3
sv,blatte,vulgar word for dark-skinned person,3
sv,bög,gay,1
sv,bondjävel,derogatory word for people living in rural areas,3
sv,bondläpp,derogatory word for people living in rural areas,3
sv,bondlurk,derogatory word for people living in rural areas,3
sv,cp/cp-barn/cpbarn,cerebral palsy,3
sv,damp/dampbarn,ADHD,3
sv,djävel/jävel/jäkel,someone you don't like; derived from Djävulen (the devil),3
sv,efterbliven,mentally retarded,3
sv,fan,another word for the devil,2
sv,fikus,gay; also refers to the ficus plant,3
sv,fitta,vagina,2
sv,fittnylle,cunt face,3
sv,flata,lesbian,1
sv,förbannad,cursed; also very angry person,1
sv,geggveck,vagina,2
sv,glasögonorm,person with glasses; also refers to the indian cobra,1
sv,göka,vulgar word for sex,2
sv,gubbjävel,derogatory for old man,3
sv,gubbstrutt,derogatory for old man,1
sv,helvete,hell,2
sv,hora,prostitute,3
sv,idiot,idiot,2
sv,jävla/djävla/jäkla,another word for the devil,2
sv,kiss,urine,1
sv,knulla,vulgar word for sex,2
sv,kuk,penis,2
sv,lantis,derogatory word for people living in rural areas,2
sv,lapp,derogatory word for sámi; also means patch,3
sv,luder,prostitute,3
